Location,a.m.p.m,lambda1...m.,transmission1....100.,lambda2...m.,transmission2....100.,lambda3...m.,transmission3....100.,lambda4...m.,transmission4....100.,lambda5...m.,transmission5....100.,lambda6...m.,transmission6....100.,lambda7...m.,transmission7....100.,lambda8...m.,transmission8....100.,lambda9...m.,transmission9....100.,lambda10...m.,transmission10....100.,Date,row
Calama,NA,0.355,0.578,0.403,0.686,0.46,0.777,0.511,0.823,0.637,0.874,0.702,0.897,0.83,0.926,1.008,0.94,1.244,0.942,1.61,0.947,1920-02-09,431
Calama,NA,0.355,0.59,0.403,0.679,0.46,0.768,0.511,0.821,0.637,0.874,0.702,0.904,0.83,0.946,1.008,0.956,1.244,0.96,1.61,0.963,1920-02-10,432
Calama,NA,0.355,0.591,0.403,0.703,0.46,0.795,0.511,0.841,0.637,0.889,0.702,0.92,0.83,0.947,1.008,0.96,1.244,0.962,1.61,0.966,1920-02-11,433
Calama,NA,0.355,0.592,0.403,0.704,0.46,0.795,0.511,0.842,0.637,0.888,0.702,0.92,0.83,0.947,1.008,0.957,1.244,0.959,1.61,0.965,1920-02-12,434
Calama,NA,0.355,0.58,0.403,0.687,0.46,0.778,0.511,0.825,0.637,0.875,0.702,0.901,0.83,0.93,1.008,0.941,1.244,0.944,1.61,0.95,1920-02-13,435
Calama,NA,0.355,0.577,0.403,0.685,0.46,0.776,0.511,0.822,0.637,0.873,0.702,0.897,0.83,0.925,1.008,0.939,1.244,0.941,1.61,0.946,1920-02-14,436
Calama,NA,0.355,0.582,0.403,0.689,0.46,0.78,0.511,0.827,0.637,0.877,0.702,0.903,0.83,0.932,1.008,0.944,1.244,0.946,1.61,0.952,1920-02-15,437
Calama,NA,0.355,0.583,0.403,0.693,0.46,0.784,0.511,0.83,0.637,0.879,0.702,0.907,0.83,0.935,1.008,0.949,1.244,0.951,1.61,0.955,1920-02-16,438
Calama,NA,0.355,0.583,0.403,0.692,0.46,0.783,0.511,0.829,0.637,0.879,0.702,0.906,0.83,0.935,1.008,0.948,1.244,0.95,1.61,0.955,1920-02-18,439
Calama,NA,0.355,0.583,0.403,0.692,0.46,0.784,0.511,0.83,0.637,0.879,0.702,0.909,0.83,0.937,1.008,0.951,1.244,0.952,1.61,0.958,1920-02-19,440
Calama,NA,0.355,0.59,0.403,0.701,0.46,0.792,0.511,0.838,0.637,0.886,0.702,0.918,0.83,0.945,1.008,0.958,1.244,0.959,1.61,0.964,1920-02-21,441
Calama,NA,0.355,0.587,0.403,0.697,0.46,0.788,0.511,0.835,0.637,0.882,0.702,0.912,0.83,0.94,1.008,0.95,1.244,0.952,1.61,0.959,1920-02-24,442
Calama,NA,0.355,0.58,0.403,0.683,0.46,0.777,0.511,0.825,0.637,0.878,0.702,0.911,0.83,0.941,1.008,0.954,1.244,0.96,1.61,0.961,1920-02-25,443
Calama,NA,0.355,0.581,0.403,0.689,0.46,0.78,0.511,0.826,0.637,0.876,0.702,0.904,0.83,0.932,1.008,0.947,1.244,0.947,1.61,0.953,1920-02-26,444
Calama,NA,0.355,0.588,0.403,0.698,0.46,0.789,0.511,0.836,0.637,0.883,0.702,0.913,0.83,0.941,1.008,0.952,1.244,0.954,1.61,0.961,1920-02-27,445
Calama,NA,0.355,0.59,0.403,0.7,0.46,0.792,0.511,0.839,0.637,0.885,0.702,0.916,0.83,0.944,1.008,0.954,1.244,0.956,1.61,0.962,1920-02-28,446
Calama,NA,0.355,0.579,0.403,0.685,0.46,0.776,0.511,0.822,0.637,0.873,0.702,0.897,0.83,0.927,1.008,0.939,1.244,0.941,1.61,0.947,1920-03-01,447
Calama,NA,0.355,0.579,0.403,0.687,0.46,0.778,0.511,0.824,0.637,0.875,0.702,0.899,0.83,0.928,1.008,0.941,1.244,0.944,1.61,0.948,1920-03-02,448
Calama,NA,0.355,0.574,0.403,0.677,0.46,0.768,0.511,0.814,0.637,0.867,0.702,0.883,0.83,0.913,1.008,0.926,1.244,0.929,1.61,0.933,1920-03-03,449
Calama,NA,0.355,0.586,0.403,0.697,0.46,0.788,0.511,0.835,0.637,0.882,0.702,0.912,0.83,0.94,1.008,0.95,1.244,0.953,1.61,0.959,1920-03-05,450
Calama,NA,0.355,0.582,0.403,0.69,0.46,0.781,0.511,0.828,0.637,0.878,0.702,0.905,0.83,0.934,1.008,0.945,1.244,0.947,1.61,0.953,1920-03-06,451
Calama,NA,0.355,0.588,0.403,0.698,0.46,0.79,0.511,0.837,0.637,0.884,0.702,0.914,0.83,0.942,1.008,0.952,1.244,0.955,1.61,0.961,1920-03-07,452
Calama,NA,0.355,0.584,0.403,0.693,0.46,0.784,0.511,0.831,0.637,0.88,0.702,0.908,0.83,0.963,1.008,0.947,1.244,0.95,1.61,0.956,1920-03-08,453
Calama,NA,0.355,0.591,0.403,0.701,0.46,0.793,0.511,0.84,0.637,0.886,0.702,0.917,0.83,0.945,1.008,0.955,1.244,0.957,1.61,0.964,1920-03-10,454
Calama,NA,0.355,0.596,0.403,0.701,0.46,0.8,0.511,0.841,0.637,0.891,0.702,0.922,0.83,0.958,1.008,0.969,1.244,0.974,1.61,0.973,1920-03-11,455
Calama,NA,0.355,0.608,0.403,0.709,0.46,0.802,0.511,0.849,0.637,0.897,0.702,0.929,0.83,0.957,1.008,0.963,1.244,0.969,1.61,0.972,1920-03-11,456
Calama,NA,0.355,0.586,0.403,0.697,0.46,0.788,0.511,0.834,0.637,0.883,0.702,0.913,0.83,0.94,1.008,0.954,1.244,0.955,1.61,0.96,1920-03-12,457
Calama,NA,0.355,0.588,0.403,0.698,0.46,0.79,0.511,0.836,0.637,0.884,0.702,0.917,0.83,0.943,1.008,0.958,1.244,0.958,1.61,0.963,1920-03-13,458
Calama,NA,0.355,0.592,0.403,0.706,0.46,0.792,0.511,0.846,0.637,0.901,0.702,0.938,0.83,0.956,1.008,0.969,1.244,0.968,1.61,0.973,1920-03-14,459
Calama,NA,0.355,0.597,0.403,0.707,0.46,0.8,0.511,0.847,0.637,0.893,0.702,0.926,0.83,0.953,1.008,0.965,1.244,0.965,1.61,0.97,1920-03-15,460
Calama,NA,0.355,0.591,0.403,0.702,0.46,0.795,0.511,0.841,0.637,0.888,0.702,0.92,0.83,0.947,1.008,0.96,1.244,0.961,1.61,0.966,1920-03-16,461
Calama,NA,0.355,0.589,0.403,0.691,0.46,0.779,0.511,0.833,0.637,0.881,0.702,0.912,0.83,0.948,1.008,0.959,1.244,0.969,1.61,0.97,1920-03-17,462
Calama,NA,0.355,0.586,0.403,0.696,0.46,0.787,0.511,0.834,0.637,0.882,0.702,0.914,0.83,0.941,1.008,0.955,1.244,0.956,1.61,0.961,1920-03-18,463
Calama,NA,0.355,0.585,0.403,0.694,0.46,0.785,0.511,0.832,0.637,0.88,0.702,0.909,0.83,0.938,1.008,0.948,1.244,0.95,1.61,0.957,1920-03-19,464
Calama,NA,0.355,0.588,0.403,0.697,0.46,0.789,0.511,0.836,0.637,0.883,0.702,0.913,0.83,0.941,1.008,0.95,1.244,0.953,1.61,0.96,1920-03-20,465
Calama,NA,0.355,0.579,0.403,0.687,0.46,0.778,0.511,0.824,0.637,0.874,0.702,0.9,0.83,0.929,1.008,0.944,1.244,0.944,1.61,0.951,1920-03-21,466
Calama,NA,0.355,0.576,0.403,0.682,0.46,0.772,0.511,0.819,0.637,0.871,0.702,0.892,0.83,0.922,1.008,0.934,1.244,0.937,1.61,0.942,1920-03-22,467
Calama,NA,0.355,0.576,0.403,0.683,0.46,0.774,0.511,0.82,0.637,0.872,0.702,0.894,0.83,0.922,1.008,0.936,1.244,0.938,1.61,0.943,1920-03-23,468
Calama,NA,0.355,0.58,0.403,0.688,0.46,0.779,0.511,0.825,0.637,0.875,0.702,0.901,0.83,0.93,1.008,0.943,1.244,0.945,1.61,0.95,1920-03-24,469
Calama,NA,0.355,0.583,0.403,0.692,0.46,0.783,0.511,0.829,0.637,0.879,0.702,0.906,0.83,0.935,1.008,0.948,1.244,0.95,1.61,0.955,1920-03-26,470
Calama,NA,0.355,0.616,0.403,0.718,0.46,0.815,0.511,0.855,0.637,0.906,0.702,0.932,0.83,0.965,1.008,0.973,1.244,0.975,1.61,0.975,1920-03-27,471
Calama,NA,0.355,0.613,0.403,0.726,0.46,0.819,0.511,0.866,0.637,0.908,0.702,0.939,0.83,0.962,1.008,0.974,1.244,0.973,1.61,0.978,1920-03-28,472
Calama,NA,0.355,0.619,0.403,0.725,0.46,0.812,0.511,0.854,0.637,0.904,0.702,0.936,0.83,0.96,1.008,0.975,1.244,0.975,1.61,0.976,1920-03-29,473
Calama,NA,0.355,0.609,0.403,0.705,0.46,0.81,0.511,0.851,0.637,0.907,0.702,0.94,0.83,0.969,1.008,0.975,1.244,0.975,1.61,0.976,1920-03-30,474
Calama,NA,0.355,0.608,0.403,0.708,0.46,0.798,0.511,0.845,0.637,0.895,0.702,0.929,0.83,0.958,1.008,0.97,1.244,0.974,1.61,0.974,1920-03-31,475
Calama,NA,0.355,0.603,0.403,0.708,0.46,0.798,0.511,0.842,0.637,0.891,0.702,0.924,0.83,0.952,1.008,0.964,1.244,0.965,1.61,0.972,1920-04-01,476
Calama,NA,0.355,0.593,0.403,0.703,0.46,0.796,0.511,0.844,0.637,0.89,0.702,0.923,0.83,0.95,1.008,0.963,1.244,0.963,1.61,0.968,1920-04-02,477
Calama,NA,0.355,0.6,0.403,0.712,0.46,0.804,0.511,0.851,0.637,0.895,0.702,0.928,0.83,0.954,1.008,0.967,1.244,0.968,1.61,0.972,1920-04-03,478
Calama,NA,0.355,0.603,0.403,0.715,0.46,0.808,0.511,0.855,0.637,0.899,0.702,0.932,0.83,0.957,1.008,0.969,1.244,0.969,1.61,0.974,1920-04-04,479
Calama,NA,0.355,0.602,0.403,0.713,0.46,0.806,0.511,0.853,0.637,0.898,0.702,0.931,0.83,0.956,1.008,0.968,1.244,0.969,1.61,0.973,1920-04-05,480
Calama,NA,0.355,0.603,0.403,0.697,0.46,0.791,0.511,0.838,0.637,0.89,0.702,0.922,0.83,0.951,1.008,0.963,1.244,0.964,1.61,0.971,1920-04-06,481
Calama,NA,0.355,0.611,0.403,0.723,0.46,0.817,0.511,0.863,0.637,0.906,0.702,0.938,0.83,0.961,1.008,0.973,1.244,0.973,1.61,0.977,1920-04-07,482
Calama,NA,0.355,0.608,0.403,0.72,0.46,0.813,0.511,0.86,0.637,0.903,0.702,0.936,0.83,0.96,1.008,0.972,1.244,0.972,1.61,0.976,1920-04-08,483
Calama,NA,0.355,0.603,0.403,0.71,0.46,0.797,0.511,0.848,0.637,0.898,0.702,0.929,0.83,0.964,1.008,0.971,1.244,0.974,1.61,0.978,1920-04-09,484
Calama,NA,0.355,0.611,0.403,0.721,0.46,0.814,0.511,0.866,0.637,0.91,0.702,0.933,0.83,0.961,1.008,0.971,1.244,0.979,1.61,0.974,1920-04-10,485
Calama,NA,0.355,0.617,0.403,0.728,0.46,0.823,0.511,0.868,0.637,0.911,0.702,0.941,0.83,0.964,1.008,0.975,1.244,0.976,1.61,0.979,1920-04-11,486
Calama,NA,0.355,0.604,0.403,0.715,0.46,0.808,0.511,0.855,0.637,0.899,0.702,0.931,0.83,0.956,1.008,0.969,1.244,0.97,1.61,0.974,1920-04-12,487
Calama,NA,0.355,0.613,0.403,0.71,0.46,0.809,0.511,0.854,0.637,0.902,0.702,0.934,0.83,0.956,1.008,0.966,1.244,0.972,1.61,0.973,1920-04-13,488
Calama,NA,0.355,0.626,0.403,0.733,0.46,0.825,0.511,0.864,0.637,0.909,0.702,0.937,0.83,0.965,1.008,0.974,1.244,0.978,1.61,0.978,1920-04-14,489
Calama,NA,0.355,0.608,0.403,0.721,0.46,0.814,0.511,0.861,0.637,0.904,0.702,0.936,0.83,0.96,1.008,0.972,1.244,0.972,1.61,0.976,1920-04-15,490
Calama,NA,0.355,0.607,0.403,0.719,0.46,0.812,0.511,0.859,0.637,0.903,0.702,0.935,0.83,0.959,1.008,0.971,1.244,0.971,1.61,0.976,1920-04-16,491
Calama,NA,0.355,0.59,0.403,0.696,0.46,0.798,0.511,0.832,0.637,0.883,0.702,0.883,0.83,0.915,1.008,0.951,1.244,0.96,1.61,0.964,1920-04-17,492
Calama,NA,0.355,0.601,0.403,0.712,0.46,0.805,0.511,0.852,0.637,0.897,0.702,0.93,0.83,0.956,1.008,0.968,1.244,0.968,1.61,0.973,1920-04-18,493
Calama,NA,0.355,0.609,0.403,0.706,0.46,0.798,0.511,0.845,0.637,0.898,0.702,0.924,0.83,0.959,1.008,0.973,1.244,0.975,1.61,0.975,1920-04-19,494
Calama,NA,0.355,0.602,0.403,0.713,0.46,0.807,0.511,0.853,0.637,0.898,0.702,0.931,0.83,0.956,1.008,0.969,1.244,0.969,1.61,0.973,1920-04-20,495
Calama,NA,0.355,0.596,0.403,0.707,0.46,0.8,0.511,0.847,0.637,0.893,0.702,0.926,0.83,0.952,1.008,0.965,1.244,0.965,1.61,0.97,1920-04-21,496
Calama,NA,0.355,0.61,0.403,0.715,0.46,0.815,0.511,0.856,0.637,0.906,0.702,0.934,0.83,0.965,1.008,0.969,1.244,0.973,1.61,0.976,1920-04-22,497
Calama,NA,0.355,0.604,0.403,0.716,0.46,0.809,0.511,0.856,0.637,0.9,0.702,0.932,0.83,0.958,1.008,0.976,1.244,0.97,1.61,0.974,1920-04-23,498
Calama,NA,0.355,0.609,0.403,0.72,0.46,0.814,0.511,0.86,0.637,0.903,0.702,0.935,0.83,0.959,1.008,0.97,1.244,0.971,1.61,0.977,1920-04-24,499
Calama,NA,0.355,0.598,0.403,0.709,0.46,0.802,0.511,0.849,0.637,0.895,0.702,0.908,0.83,0.954,1.008,0.966,1.244,0.967,1.61,0.971,1920-04-25,500
Calama,NA,0.355,0.614,0.403,0.72,0.46,0.813,0.511,0.858,0.637,0.903,0.702,0.938,0.83,0.967,1.008,0.974,1.244,0.973,1.61,0.98,1920-04-26,501
Calama,NA,0.355,0.61,0.403,0.722,0.46,0.815,0.511,0.862,0.637,0.905,0.702,0.937,0.83,0.961,1.008,0.972,1.244,0.972,1.61,0.977,1920-04-27,502
Calama,NA,0.355,0.599,0.403,0.71,0.46,0.803,0.511,0.85,0.637,0.894,0.702,0.926,0.83,0.953,1.008,0.963,1.244,0.964,1.61,0.971,1920-04-28,503
Calama,NA,0.355,0.608,0.403,0.72,0.46,0.813,0.511,0.859,0.637,0.903,0.702,0.934,0.83,0.959,1.008,0.971,1.244,0.972,1.61,0.976,1920-04-29,504
Calama,NA,0.355,0.602,0.403,0.713,0.46,0.806,0.511,0.852,0.637,0.897,0.702,0.929,0.83,0.955,1.008,0.965,1.244,0.967,1.61,0.973,1920-04-30,505
Calama,NA,0.355,0.609,0.403,0.72,0.46,0.814,0.511,0.859,0.637,0.903,0.702,0.935,0.83,0.959,1.008,0.97,1.244,0.971,1.61,0.976,1920-05-01,506
Calama,NA,0.355,0.617,0.403,0.73,0.46,0.823,0.511,0.87,0.637,0.912,0.702,0.942,0.83,0.964,1.008,0.975,1.244,0.975,1.61,0.979,1920-05-02,507
Calama,NA,0.355,0.624,0.403,0.731,0.46,0.813,0.511,0.853,0.637,0.901,0.702,0.935,0.83,0.962,1.008,0.974,1.244,0.979,1.61,0.975,1920-05-03,508
Calama,NA,0.355,0.613,0.403,0.726,0.46,0.819,0.511,0.865,0.637,0.908,0.702,0.939,0.83,0.962,1.008,0.974,1.244,0.973,1.61,0.978,1920-05-04,509
Calama,NA,0.355,0.609,0.403,0.721,0.46,0.814,0.511,0.861,0.637,0.904,0.702,0.936,0.83,0.96,1.008,0.972,1.244,0.972,1.61,0.976,1920-05-05,510
Calama,NA,0.355,0.62,0.403,0.732,0.46,0.825,0.511,0.872,0.637,0.913,0.702,0.944,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-05-06,511
Calama,NA,0.355,0.614,0.403,0.727,0.46,0.818,0.511,0.866,0.637,0.909,0.702,0.94,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1920-05-07,512
Calama,NA,0.355,0.619,0.403,0.732,0.46,0.825,0.511,0.872,0.637,0.913,0.702,0.944,0.83,0.964,1.008,0.976,1.244,0.975,1.61,0.98,1920-05-08,513
Calama,NA,0.355,0.614,0.403,0.724,0.46,0.819,0.511,0.864,0.637,0.907,0.702,0.938,0.83,0.962,1.008,0.974,1.244,0.975,1.61,0.978,1920-05-09,514
Calama,NA,0.355,0.611,0.403,0.723,0.46,0.816,0.511,0.863,0.637,0.906,0.702,0.938,0.83,0.961,1.008,0.973,1.244,0.973,1.61,0.977,1920-05-10,515
Calama,NA,0.355,0.629,0.403,0.735,0.46,0.828,0.511,0.87,0.637,0.911,0.702,0.943,0.83,0.961,1.008,0.974,1.244,0.975,1.61,0.983,1920-05-11,516
Calama,NA,0.355,0.618,0.403,0.731,0.46,0.823,0.511,0.87,0.637,0.912,0.702,0.943,0.83,0.964,1.008,0.975,1.244,0.975,1.61,0.979,1920-05-12,517
Calama,NA,0.355,0.612,0.403,0.723,0.46,0.817,0.511,0.863,0.637,0.906,0.702,0.937,0.83,0.961,1.008,0.973,1.244,0.974,1.61,0.977,1920-05-13,518
Calama,NA,0.355,0.595,0.403,0.717,0.46,0.811,0.511,0.823,0.637,0.885,0.702,0.911,0.83,0.946,1.008,0.956,1.244,0.967,1.61,0.972,1920-05-14,519
Calama,NA,0.355,0.616,0.403,0.729,0.46,0.822,0.511,0.869,0.637,0.91,0.702,0.942,0.83,0.963,1.008,0.975,1.244,0.975,1.61,0.978,1920-05-16,520
Calama,NA,0.355,0.613,0.403,0.726,0.46,0.818,0.511,0.866,0.637,0.908,0.702,0.939,0.83,0.962,1.008,0.974,1.244,0.973,1.61,0.978,1920-05-17,521
Calama,NA,0.355,0.601,0.403,0.712,0.46,0.805,0.511,0.852,0.637,0.896,0.702,0.929,0.83,0.955,1.008,0.967,1.244,0.968,1.61,0.972,1920-05-19,522
Calama,NA,0.355,0.632,0.403,0.729,0.46,0.83,0.511,0.874,0.637,0.912,0.702,0.944,0.83,0.961,1.008,0.97,1.244,0.976,1.61,0.971,1920-05-20,523
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.821,0.511,0.868,0.637,0.91,0.702,0.941,0.83,0.963,1.008,0.975,1.244,0.974,1.61,0.978,1920-05-21,524
Calama,NA,0.355,0.612,0.403,0.724,0.46,0.817,0.511,0.864,0.637,0.907,0.702,0.938,0.83,0.962,1.008,0.973,1.244,0.973,1.61,0.977,1920-05-22,525
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.826,0.511,0.873,0.637,0.914,0.702,0.946,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-05-23,526
Calama,NA,0.355,0.612,0.403,0.723,0.46,0.817,0.511,0.862,0.637,0.907,0.702,0.937,0.83,0.961,1.008,0.973,1.244,0.974,1.61,0.978,1920-05-24,527
Calama,NA,0.355,0.614,0.403,0.725,0.46,0.819,0.511,0.895,0.637,0.907,0.702,0.939,0.83,0.962,1.008,0.974,1.244,0.975,1.61,0.978,1920-05-25,528
Calama,NA,0.355,0.612,0.403,0.724,0.46,0.817,0.511,0.865,0.637,0.907,0.702,0.938,0.83,0.962,1.008,0.973,1.244,0.973,1.61,0.977,1920-05-26,529
Calama,NA,0.355,0.622,0.403,0.735,0.46,0.828,0.511,0.875,0.637,0.916,0.702,0.946,0.83,0.966,1.008,0.976,1.244,0.976,1.61,0.98,1920-05-27,530
Calama,NA,0.355,0.619,0.403,0.731,0.46,0.824,0.511,0.871,0.637,0.913,0.702,0.944,0.83,0.965,1.008,0.975,1.244,0.975,1.61,0.979,1920-05-28,531
Calama,NA,0.355,0.615,0.403,0.727,0.46,0.821,0.511,0.867,0.637,0.909,0.702,0.94,0.83,0.963,1.008,0.975,1.244,0.975,1.61,0.979,1920-05-29,532
Calama,NA,0.355,0.643,0.403,0.734,0.46,0.822,0.511,0.862,0.637,0.914,0.702,0.931,0.83,0.967,1.008,0.974,1.244,0.975,1.61,0.979,1920-05-30,533
Calama,NA,0.355,0.62,0.403,0.732,0.46,0.826,0.511,0.872,0.637,0.913,0.702,0.944,0.83,0.965,1.008,0.976,1.244,0.977,1.61,0.98,1920-05-31,534
Calama,NA,0.355,0.619,0.403,0.731,0.46,0.825,0.511,0.87,0.637,0.912,0.702,0.943,0.83,0.963,1.008,0.976,1.244,0.976,1.61,0.98,1920-06-01,535
Calama,NA,0.355,0.659,0.403,0.746,0.46,0.834,0.511,0.875,0.637,0.918,0.702,0.941,0.83,0.965,1.008,0.976,1.244,0.98,1.61,0.981,1920-06-02,536
Calama,NA,0.355,0.623,0.403,0.736,0.46,0.828,0.511,0.876,0.637,0.916,0.702,0.946,0.83,0.967,1.008,0.977,1.244,0.977,1.61,0.98,1920-06-03,537
Calama,NA,0.355,0.618,0.403,0.729,0.46,0.823,0.511,0.869,0.637,0.911,0.702,0.941,0.83,0.964,1.008,0.975,1.244,0.976,1.61,0.979,1920-06-04,538
Calama,NA,0.355,0.622,0.403,0.735,0.46,0.827,0.511,0.874,0.637,0.915,0.702,0.946,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-06-05,539
Calama,NA,0.355,0.619,0.403,0.732,0.46,0.825,0.511,0.872,0.637,0.913,0.702,0.946,0.83,0.964,1.008,0.976,1.244,0.975,1.61,0.979,1920-06-06,540
Calama,NA,0.355,0.618,0.403,0.731,0.46,0.824,0.511,0.871,0.637,0.912,0.702,0.945,0.83,0.965,1.008,0.975,1.244,0.975,1.61,0.979,1920-06-07,541
Calama,NA,0.355,0.62,0.403,0.732,0.46,0.826,0.511,0.872,0.637,0.913,0.702,0.944,0.83,0.965,1.008,0.975,1.244,0.976,1.61,0.98,1920-06-08,542
Calama,NA,0.355,0.621,0.403,0.738,0.46,0.832,0.511,0.878,0.637,0.918,0.702,0.949,0.83,0.967,1.008,0.978,1.244,0.978,1.61,0.982,1920-06-09,543
Calama,NA,0.355,0.628,0.403,0.74,0.46,0.834,0.511,0.88,0.637,0.92,0.702,0.95,0.83,0.967,1.008,0.979,1.244,0.979,1.61,0.982,1920-06-10,544
Calama,NA,0.355,0.628,0.403,0.74,0.46,0.834,0.511,0.879,0.637,0.919,0.702,0.949,0.83,0.967,1.008,0.978,1.244,0.979,1.61,0.982,1920-06-11,545
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.826,0.511,0.873,0.637,0.914,0.702,0.945,0.83,0.966,1.008,0.976,1.244,0.976,1.61,0.98,1920-06-12,546
Calama,NA,0.355,0.621,0.403,0.732,0.46,0.827,0.511,0.872,0.637,0.914,0.702,0.945,0.83,0.965,1.008,0.976,1.244,0.977,1.61,0.978,1920-06-13,547
Calama,NA,0.355,0.616,0.403,0.727,0.46,0.821,0.511,0.867,0.637,0.909,0.702,0.94,0.83,0.963,1.008,0.975,1.244,0.975,1.61,0.979,1920-06-14,548
Calama,NA,0.355,0.619,0.403,0.732,0.46,0.825,0.511,0.872,0.637,0.913,0.702,0.945,0.83,0.965,1.008,0.976,1.244,0.975,1.61,0.98,1920-06-15,549
Calama,NA,0.355,0.621,0.403,0.732,0.46,0.827,0.511,0.873,0.637,0.914,0.702,0.944,0.83,0.965,1.008,0.977,1.244,0.977,1.61,0.98,1920-06-18,550
Calama,NA,0.355,0.618,0.403,0.73,0.46,0.824,0.511,0.869,0.637,0.911,0.702,0.943,0.83,0.964,1.008,0.975,1.244,0.977,1.61,0.981,1920-06-19,551
Calama,NA,0.355,0.614,0.403,0.725,0.46,0.819,0.511,0.865,0.637,0.907,0.702,0.938,0.83,0.962,1.008,0.974,1.244,0.975,1.61,0.978,1920-06-23,552
Calama,NA,0.355,0.628,0.403,0.743,0.46,0.828,0.511,0.874,0.637,0.899,0.702,0.95,0.83,0.97,1.008,0.984,1.244,0.98,1.61,0.983,1920-06-24,553
Calama,NA,0.355,0.615,0.403,0.728,0.46,0.821,0.511,0.868,0.637,0.91,0.702,0.941,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1920-06-25,554
Calama,NA,0.355,0.618,0.403,0.731,0.46,0.824,0.511,0.871,0.637,0.912,0.702,0.943,0.83,0.964,1.008,0.975,1.244,0.975,1.61,0.979,1920-06-26,555
Calama,NA,0.355,0.611,0.403,0.722,0.46,0.816,0.511,0.861,0.637,0.904,0.702,0.936,0.83,0.96,1.008,0.973,1.244,0.973,1.61,0.977,1920-06-27,556
Calama,NA,0.355,0.624,0.403,0.716,0.46,0.819,0.511,0.862,0.637,0.906,0.702,0.948,0.83,0.966,1.008,0.979,1.244,0.982,1.61,0.981,1920-06-30,557
Calama,NA,0.355,0.623,0.403,0.736,0.46,0.829,0.511,0.876,0.637,0.917,0.702,0.946,0.83,0.966,1.008,0.977,1.244,0.977,1.61,0.981,1920-07-01,558
Calama,NA,0.355,0.624,0.403,0.737,0.46,0.83,0.511,0.877,0.637,0.917,0.702,0.947,0.83,0.966,1.008,0.977,1.244,0.977,1.61,0.981,1920-07-02,559
Calama,NA,0.355,0.621,0.403,0.733,0.46,0.826,0.511,0.873,0.637,0.914,0.702,0.945,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-07-03,560
Calama,NA,0.355,0.623,0.403,0.734,0.46,0.829,0.511,0.874,0.637,0.915,0.702,0.945,0.83,0.966,1.008,0.977,1.244,0.978,1.61,0.981,1920-07-04,561
Calama,NA,0.355,0.621,0.403,0.734,0.46,0.826,0.511,0.874,0.637,0.915,0.702,0.945,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-07-05,562
Calama,NA,0.355,0.621,0.403,0.732,0.46,0.826,0.511,0.872,0.637,0.913,0.702,0.944,0.83,0.965,1.008,0.977,1.244,0.978,1.61,0.982,1920-07-06,563
Calama,NA,0.355,0.62,0.403,0.733,0.46,0.825,0.511,0.873,0.637,0.914,0.702,0.944,0.83,0.965,1.008,0.976,1.244,0.976,1.61,0.98,1920-07-07,564
Calama,NA,0.355,0.623,0.403,0.735,0.46,0.829,0.511,0.875,0.637,0.916,0.702,0.946,0.83,0.966,1.008,0.977,1.244,0.978,1.61,0.981,1920-07-08,565
Calama,NA,0.355,0.622,0.403,0.733,0.46,0.827,0.511,0.873,0.637,0.914,0.702,0.944,0.83,0.965,1.008,0.977,1.244,0.977,1.61,0.981,1920-07-09,566
Calama,NA,0.355,0.612,0.403,0.723,0.46,0.817,0.511,0.863,0.637,0.906,0.702,0.937,0.83,0.961,1.008,0.973,1.244,0.974,1.61,0.977,1920-07-10,567
Calama,NA,0.355,0.61,0.403,0.721,0.46,0.815,0.511,0.86,0.637,0.904,0.702,0.935,0.83,0.96,1.008,0.972,1.244,0.973,1.61,0.977,1920-07-11,568
Calama,NA,0.355,0.614,0.403,0.727,0.46,0.819,0.511,0.866,0.637,0.908,0.702,0.94,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1920-07-12,569
Calama,NA,0.355,0.612,0.403,0.724,0.46,0.817,0.511,0.864,0.637,0.906,0.702,0.938,0.83,0.961,1.008,0.975,1.244,0.974,1.61,0.978,1920-07-15,570
Calama,NA,0.355,0.614,0.403,0.727,0.46,0.82,0.511,0.867,0.637,0.909,0.702,0.74,0.83,0.963,1.008,0.974,1.244,0.74,1.61,0.978,1920-07-18,571
Calama,NA,0.355,0.613,0.403,0.726,0.46,0.819,0.511,0.866,0.637,0.908,0.702,0.94,0.83,0.963,1.008,0.974,1.244,0.974,1.61,0.978,1920-07-19,572
Calama,NA,0.355,0.616,0.403,0.729,0.46,0.822,0.511,0.869,0.637,0.911,0.702,0.942,0.83,0.963,1.008,0.975,1.244,0.975,1.61,0.979,1920-07-20,573
Calama,NA,0.355,0.611,0.403,0.724,0.46,0.817,0.511,0.864,0.637,0.904,0.702,0.938,0.83,0.961,1.008,0.973,1.244,0.973,1.61,0.977,1920-07-21,574
